image,field,group,item_index,sub_index,token,label,truth,aligned,normalized_path,cell_path,x1,y1,x2,y2,width,height
4461f793dbb45aea03a5.jpg,answer,answer_1,7,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q07_C.png,347,396,466,456,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,7,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q07_D.png,474,396,593,456,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,8,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q08_A.png,93,462,212,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,8,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q08_B.png,220,462,339,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,8,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q08_C.png,347,462,466,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,8,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q08_D.png,474,462,593,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,9,0,A,0,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q09_A.png,93,527,212,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,9,1,B,0,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q09_B.png,220,527,339,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,9,2,C,0,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q09_C.png,347,527,466,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,9,3,D,1,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q09_D.png,474,527,593,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,10,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q10_A.png,93,593,212,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,10,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q10_B.png,220,593,339,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,10,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q10_C.png,347,593,466,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,10,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q10_D.png,474,593,593,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,11,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q11_A.png,93,659,212,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,11,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q11_B.png,220,659,339,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,11,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q11_C.png,347,659,466,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,11,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q11_D.png,474,659,593,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,12,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q12_A.png,93,724,212,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,12,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q12_B.png,220,724,339,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,12,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q12_C.png,347,724,466,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,12,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q12_D.png,474,724,593,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,13,0,A,0,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q13_A.png,93,790,212,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,13,1,B,0,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q13_B.png,220,790,339,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,13,2,C,0,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q13_C.png,347,790,466,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,13,3,D,1,D,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q13_D.png,474,790,593,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,14,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q14_A.png,93,855,212,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,14,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q14_B.png,220,855,339,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,14,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q14_C.png,347,855,466,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,14,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q14_D.png,474,855,593,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_1,15,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q15_A.png,93,921,212,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,15,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q15_B.png,220,921,339,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,15,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q15_C.png,347,921,466,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_1,15,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_1.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_1_q15_D.png,474,921,593,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,16,0,A,1,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q16_A.png,93,3,212,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,16,1,B,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q16_B.png,220,3,339,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,16,2,C,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q16_C.png,347,3,466,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,16,3,D,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q16_D.png,474,3,593,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,17,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q17_A.png,93,68,212,128,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,17,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q17_B.png,220,68,339,128,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,17,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q17_C.png,347,68,466,128,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,17,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q17_D.png,474,68,593,128,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,18,0,A,1,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q18_A.png,93,134,212,193,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,18,1,B,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q18_B.png,220,134,339,193,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,18,2,C,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q18_C.png,347,134,466,193,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,18,3,D,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q18_D.png,474,134,593,193,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,19,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q19_A.png,93,199,212,259,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,19,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q19_B.png,220,199,339,259,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,19,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q19_C.png,347,199,466,259,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,19,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q19_D.png,474,199,593,259,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,20,0,A,0,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q20_A.png,93,265,212,325,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,20,1,B,0,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q20_B.png,220,265,339,325,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,20,2,C,0,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q20_C.png,347,265,466,325,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,20,3,D,1,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q20_D.png,474,265,593,325,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,21,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q21_A.png,93,331,212,390,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,21,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q21_B.png,220,331,339,390,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,21,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q21_C.png,347,331,466,390,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,21,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q21_D.png,474,331,593,390,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,22,0,A,1,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q22_A.png,93,396,212,456,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,22,1,B,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q22_B.png,220,396,339,456,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,22,2,C,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q22_C.png,347,396,466,456,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,22,3,D,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q22_D.png,474,396,593,456,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,23,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q23_A.png,93,462,212,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,23,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q23_B.png,220,462,339,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,23,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q23_C.png,347,462,466,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,23,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q23_D.png,474,462,593,521,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,24,0,A,0,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q24_A.png,93,527,212,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,24,1,B,0,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q24_B.png,220,527,339,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,24,2,C,0,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q24_C.png,347,527,466,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,24,3,D,1,D,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q24_D.png,474,527,593,587,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,25,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q25_A.png,93,593,212,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,25,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q25_B.png,220,593,339,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,25,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q25_C.png,347,593,466,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,25,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q25_D.png,474,593,593,653,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,26,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q26_A.png,93,659,212,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,26,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q26_B.png,220,659,339,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,26,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q26_C.png,347,659,466,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,26,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q26_D.png,474,659,593,718,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,27,0,A,1,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q27_A.png,93,724,212,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,27,1,B,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q27_B.png,220,724,339,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,27,2,C,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q27_C.png,347,724,466,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,27,3,D,0,A,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q27_D.png,474,724,593,784,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,28,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q28_A.png,93,790,212,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,28,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q28_B.png,220,790,339,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,28,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q28_C.png,347,790,466,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,28,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q28_D.png,474,790,593,849,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,29,0,A,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q29_A.png,93,855,212,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,29,1,B,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q29_B.png,220,855,339,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,29,2,C,1,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q29_C.png,347,855,466,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,29,3,D,0,C,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q29_D.png,474,855,593,915,119,60
4461f793dbb45aea03a5.jpg,answer,answer_2,30,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q30_A.png,93,921,212,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,30,1,B,1,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q30_B.png,220,921,339,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,30,2,C,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q30_C.png,347,921,466,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_2,30,3,D,0,B,True,normalized\4461f793dbb45aea03a5\answer_2.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_2_q30_D.png,474,921,593,980,119,59
4461f793dbb45aea03a5.jpg,answer,answer_3,31,0,A,1,A,True,normalized\4461f793dbb45aea03a5\answer_3.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q31_A.png,93,3,212,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_3,31,1,B,0,A,True,normalized\4461f793dbb45aea03a5\answer_3.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_3_q31_B.png,220,3,339,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_3,31,2,C,0,A,True,normalized\4461f793dbb45aea03a5\answer_3.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_3_q31_C.png,347,3,466,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_3,31,3,D,0,A,True,normalized\4461f793dbb45aea03a5\answer_3.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_3_q31_D.png,474,3,593,62,119,59
4461f793dbb45aea03a5.jpg,answer,answer_3,32,0,A,0,B,True,normalized\4461f793dbb45aea03a5\answer_3.png,cells\answer\label_0\4461f793dbb45aea03a5\answer_3_q32_A.png,93,68,212,128,119,60
