image,question,crop,truth,pred,reason,count_A,count_B,count_C,count_D,baseline_A,baseline_B,baseline_C,baseline_D,score_A,score_B,score_C,score_D,picked_A,picked_B,picked_C,picked_D
14405a4e7669f737ae78.jpg,16,answer_2.png,C,ABC,false_positive,1593,1604,1859,1451,1275,1293,1319,1304,0.16385129930676612,0.1624407627776774,0.31717468645973157,0.056365030674846626,True,True,True,False
14405a4e7669f737ae78.jpg,31,answer_3.png,A,ABC,false_positive,1519,1559,1583,1403,1284,1359,1330,1265,0.12458289202265728,0.11805963988656705,0.1464313849484724,0.05454545454545454,True,True,True,False
7126b2d39ef41faa46e5.jpg,8,answer_1.png,D,AD,false_positive,1585,1557,1407,1425,1583,1563,1412,1175,0.05123583418526895,0.042643923240938165,0.0,0.11150024951231684,True,False,False,True
7126b2d39ef41faa46e5.jpg,15,answer_1.png,BD,A,mixed_fp_fn,5598,2896,1650,2631,1583,1563,1412,1175,2.225252627347384,0.728484150526377,0.08427762039660057,0.8573926499032882,True,False,False,False
7126b2d39ef41faa46e5.jpg,16,answer_2.png,C,AC,false_positive,1546,1506,1702,1437,1275,1293,1319,1307,0.13661549797371975,0.10157326991169732,0.2189505345301237,0.04973221117061974,True,False,True,False
78f60bfa27dda683ffcc.jpg,9,answer_1.png,AB,A,missed_mark,2573,1782,1235,1230,1648,1378,1254,1245,0.71739117136317,0.3261014549187582,0.0016260162601626018,0.0,True,False,False,False
78f60bfa27dda683ffcc.jpg,10,answer_1.png,C,AC,false_positive,1648,1234,1457,1245,1648,1378,1254,1245,0.13419773095623988,0.0,0.15322624005128482,0.0035656401944894655,True,False,True,False
78f60bfa27dda683ffcc.jpg,12,answer_1.png,D,BD,false_positive,1684,1690,1520,1734,1648,1378,1254,1245,0.05408022483392949,0.15794438927507448,0.10606060606060606,0.2527013316423589,False,True,False,True
78f60bfa27dda683ffcc.jpg,14,answer_1.png,C,AC,false_positive,3286,1804,2767,1490,1648,1378,1254,1245,0.9791136704241872,0.23886714526451136,0.9460883294263727,0.09839357429718876,True,False,True,False
78f60bfa27dda683ffcc.jpg,15,answer_1.png,BD,AB,mixed_fp_fn,6786,4619,1862,2545,1648,1378,1254,1245,2.616646548757469,1.7682460609329669,0.24242424242424243,0.668812306152645,True,True,False,False
78f60bfa27dda683ffcc.jpg,16,answer_2.png,C,ABC,false_positive,1612,1553,1753,1466,1293,1303,1346,1322,0.16319282441185562,0.11967052630146195,0.22949702924536142,0.05446293494704992,True,True,True,False
78f60bfa27dda683ffcc.jpg,31,answer_3.png,A,AB,false_positive,1724,1641,1515,1421,1291,1349,1313,1242,0.25299150563828726,0.17015653683574092,0.10338331619119798,0.07206119162640902,True,True,False,False
f302a400882709795036.jpg,8,answer_1.png,D,ABD,false_positive,1568,1480,1170,1463,1592,1496,1291,1207,0.13606837606837607,0.105982905982906,0.0,0.20621899319496667,True,True,False,True
f302a400882709795036.jpg,10,answer_1.png,C,ABC,false_positive,1592,1496,1369,1207,1592,1496,1291,1207,0.12758906379453192,0.09577464788732394,0.0838959670448077,0.0,True,True,True,False
f302a400882709795036.jpg,14,answer_1.png,C,AC,false_positive,3533,1636,2620,1599,1592,1496,1291,1207,1.0934129292491224,0.05604722871580834,0.7701269044508356,0.1623860811930406,True,False,True,False
f302a400882709795036.jpg,15,answer_1.png,BD,AB,mixed_fp_fn,6993,4989,1714,2593,1592,1496,1291,1207,2.9282659651818017,1.9317405730723394,0.16382649109217662,0.7792849761068988,True,True,False,False
f302a400882709795036.jpg,16,answer_2.png,C,ABC,false_positive,1595,1644,1848,1516,1263,1294,1300,1290,0.15227742298042313,0.16901265430462495,0.2983681753602598,0.08759689922480621,True,True,True,False
5164e260ce474f191656.jpg,10,answer_1.png,ACD,CD,missed_mark,2127,1279,2132,2345,2329,1314,1357,1333,0.2652071931196247,0.0,0.552327289132365,0.7129803561132659,False,False,True,True
5164e260ce474f191656.jpg,11,answer_1.png,B,A,mixed_fp_fn,3444,1993,1308,1309,2329,1314,1357,1333,0.8925841306856902,0.4678515074078729,0.0,0.00030581039755351685,True,False,False,False
5164e260ce474f191656.jpg,13,answer_1.png,BD,A,mixed_fp_fn,6653,2609,1357,2469,2329,1314,1357,1333,2.48938604687366,0.8618195410459772,0.0,0.7538883984076343,True,False,False,False
5164e260ce474f191656.jpg,14,answer_1.png,D,A,mixed_fp_fn,7140,2597,1512,2430,2329,1314,1357,1333,2.5217356042173558,0.7752409944190766,0.05711127487103906,0.6543350123245097,True,False,False,False
5164e260ce474f191656.jpg,15,answer_1.png,B,AB,false_positive,7021,5511,1755,1418,2329,1314,1357,1333,2.5878352362224994,2.7516158844858345,0.24171048515091265,0.03188297074268567,True,True,False,False
5164e260ce474f191656.jpg,26,answer_2.png,BC,B,missed_mark,1223,2424,1826,1267,1225,1309,1338,1301,0.0,0.8187022106843184,0.3795816848715514,0.01439084219133279,False,True,False,False
5164e260ce474f191656.jpg,32,answer_3.png,CD,D,missed_mark,1260,1279,1529,1822,1290,1419,1369,1273,0.0,0.006031746031746032,0.14383364059039735,0.39404506290602126,False,False,False,True
5c6dd96ef54974172d58.jpg,11,answer_1.png,B,A,mixed_fp_fn,5041,1907,1243,1260,2624,1907,1290,1290,1.6827607467672627,0.21367658889782787,0.0,0.005470635559131135,True,False,False,False
5c6dd96ef54974172d58.jpg,13,answer_1.png,BD,AB,mixed_fp_fn,7021,6834,1722,2372,2624,1907,1290,1290,2.0687372967479676,2.479276057948983,0.16744186046511628,0.5703670691191962,True,True,False,False
5c6dd96ef54974172d58.jpg,14,answer_1.png,D,AB,mixed_fp_fn,7140,7140,3462,2299,2624,1907,1290,1290,1.7027975445315566,2.2143295926981317,1.044209312441203,0.39108527131782944,True,True,False,False
5c6dd96ef54974172d58.jpg,15,answer_1.png,B,ABC,false_positive,7021,7021,4631,1750,2624,1907,1290,1290,2.042642987804878,2.5456495018353436,1.9534755260243633,0.17829457364341086,True,True,True,False
5c6dd96ef54974172d58.jpg,26,answer_2.png,BC,B,missed_mark,1219,2469,1838,1299,1260,1306,1425,1285,0.0,0.8554249522931331,0.3480295899716478,0.03169849624780151,False,True,False,False
5c6dd96ef54974172d58.jpg,32,answer_3.png,CD,D,missed_mark,1199,1214,1554,1794,1292,1432,1353,1257,0.0,0.005004170141784821,0.19271140584633537,0.41210256757321634,False,False,False,True
b9ddbcd990fe11a048ef.jpg,10,answer_1.png,ACD,CD,missed_mark,2098,1201,2119,2273,2244,1367,1306,1327,0.2987510407993339,0.0,0.6170009550489447,0.7134789082446367,False,False,True,True
b9ddbcd990fe11a048ef.jpg,11,answer_1.png,B,AB,false_positive,2964,1908,1301,1300,2244,1367,1306,1327,0.672427807486631,0.3849554892802881,0.0003076923076923077,0.0,True,True,False,False
b9ddbcd990fe11a048ef.jpg,13,answer_1.png,BD,AB,mixed_fp_fn,7021,4078,1327,2461,2244,1367,1306,1327,2.780746614601174,1.8208263024053353,0.008039816232771823,0.7691032403918614,True,True,False,False
b9ddbcd990fe11a048ef.jpg,14,answer_1.png,D,AB,mixed_fp_fn,7140,4037,1496,2410,2244,1367,1306,1327,2.6,1.6560028400533586,0.07274119448698316,0.6524483274161894,True,True,False,False
b9ddbcd990fe11a048ef.jpg,15,answer_1.png,B,AB,false_positive,7021,5308,1776,1413,2244,1367,1306,1327,2.651938171524159,2.5440962304776784,0.2826988291829642,0.03240391861341371,True,True,False,False
b9ddbcd990fe11a048ef.jpg,26,answer_2.png,BC,B,missed_mark,1249,2458,1892,1299,1270,1322,1429,1299,0.0,0.8168417941615016,0.36792613937195945,0.016012810248198558,False,True,False,False
b9ddbcd990fe11a048ef.jpg,32,answer_3.png,CD,D,missed_mark,1201,1228,1420,1750,1289,1447,1355,1262,0.0,0.008992506244796004,0.09692445717129944,0.37619152555121127,False,False,False,True
41ed75cd59ead8b481fb.jpg,7,answer_1.png,B,A,mixed_fp_fn,6360,2643,1443,1394,6856,1792,2603,1487,1.4249641319942612,0.5958373097714695,0.01406025824964132,0.0,True,False,False,False
41ed75cd59ead8b481fb.jpg,8,answer_1.png,C,A,mixed_fp_fn,6856,1592,2603,1467,6856,1792,2603,1487,1.4693933197000684,0.03408316291751875,0.3097477845944104,0.0,True,False,False,False
41ed75cd59ead8b481fb.jpg,9,answer_1.png,D,A,mixed_fp_fn,7075,1840,1465,2613,6856,1792,2603,1487,1.5477120262364548,0.11578193564115065,0.0,0.6920617593661563,True,False,False,False
41ed75cd59ead8b481fb.jpg,10,answer_1.png,C,A,mixed_fp_fn,7085,1769,2612,1467,6856,1792,2603,1487,1.5485343742816489,0.0823449216087253,0.3139305468154437,0.0,True,False,False,False
41ed75cd59ead8b481fb.jpg,11,answer_1.png,B,AB,false_positive,6983,3767,1484,1481,6856,1792,2603,1487,1.4952849177878962,1.1684809295722003,0.0008102633355840649,0.0,True,True,False,False
41ed75cd59ead8b481fb.jpg,12,answer_1.png,A,AB,false_positive,7140,6006,2134,1487,6856,1792,2603,1487,1.541357380455586,2.3913831329858777,0.17404169468728986,0.0,True,True,False,False
41ed75cd59ead8b481fb.jpg,13,answer_1.png,D,B,mixed_fp_fn,7017,7018,4098,2676,6856,1792,2603,1487,0.6606204640235257,2.107175722026479,0.49972470536755625,0.39979825151311366,False,True,False,False
41ed75cd59ead8b481fb.jpg,15,answer_1.png,AC,BC,mixed_fp_fn,7021,7013,6835,1594,6856,1792,2603,1487,1.3738902191561413,2.8166016675255423,2.128090115111846,0.03597848016139879,False,True,True,False
48fa0df221d5a08bf9c4.jpg,15,answer_1.png,AC,C,missed_mark,1855,1845,2474,1258,1371,1199,1258,1270,0.36633861303702986,0.4560366282978264,0.869952305246423,0.0,False,False,True,False
df7a73f65ed1df8f86c0.jpg,7,answer_1.png,B,AB,false_positive,2689,2586,1401,1426,6595,2586,1547,1494,0.3677373304782299,0.33832976445396146,0.0,0.007137758743754462,True,True,False,False
df7a73f65ed1df8f86c0.jpg,8,answer_1.png,C,A,mixed_fp_fn,6595,2001,2597,1440,6595,2586,1547,1494,1.4319444444444445,0.15583333333333335,0.660755404725993,0.0,True,False,False,False
df7a73f65ed1df8f86c0.jpg,9,answer_1.png,D,A,mixed_fp_fn,7001,2876,1391,2637,6595,2586,1547,1494,1.6440087882188597,0.4831020653710768,0.0,0.7408334993460542,True,False,False,False
df7a73f65ed1df8f86c0.jpg,10,answer_1.png,C,A,mixed_fp_fn,7090,2832,2582,1424,6595,2586,1547,1494,1.62910146433713,0.4430694230819364,0.6597993216301213,0.0,True,False,False,False
df7a73f65ed1df8f86c0.jpg,11,answer_1.png,B,AB,false_positive,6914,4161,1397,1435,6595,2586,1547,1494,1.603855711605558,1.0959345265874672,0.0,0.010880458124552614,True,True,False,False
df7a73f65ed1df8f86c0.jpg,13,answer_1.png,D,AB,mixed_fp_fn,6992,5235,1547,2707,6595,2586,1547,1494,1.4379847909304273,1.4657685633596649,0.0,0.7058925207401465,True,True,False,False
df7a73f65ed1df8f86c0.jpg,14,answer_1.png,B,ABC,false_positive,7136,7140,4421,1560,6595,2586,1547,1494,1.4707595108959781,2.311279671604498,1.6624843783667314,0.02208835341365462,True,True,True,False
df7a73f65ed1df8f86c0.jpg,15,answer_1.png,AC,BC,mixed_fp_fn,7015,7009,6873,1742,6595,2586,1547,1494,1.2426344976580908,2.0645962140040472,2.899582243919382,0.08299866131191433,False,True,True,False
13f0147f3958b806e149.jpg,4,answer_1.png,AC,A,missed_mark,2205,1181,1906,1245,1710,1546,2053,1593,0.4915615669147467,0.0,0.2455546147332769,0.02167654530059272,True,False,False,False
13f0147f3958b806e149.jpg,14,answer_1.png,CD,AB,mixed_fp_fn,7119,6049,4084,2192,1710,1546,2053,1593,2.480666538609297,2.1601710559862513,0.8398974617881612,0.18801004394224732,True,True,False,False
13f0147f3958b806e149.jpg,15,answer_1.png,AB,ABC,false_positive,7021,7021,6719,1801,1710,1546,2053,1593,2.7122798899896416,2.930054490354288,2.2286678424309923,0.06528562460765851,True,True,True,False
13f0147f3958b806e149.jpg,18,answer_2.png,ABC,AC,missed_mark,2080,2124,1821,1255,1268,2085,1344,1304,0.5831374816192643,0.28632462953939636,0.35785376351735915,0.0,True,False,True,False
13f0147f3958b806e149.jpg,31,answer_3.png,AD,A,missed_mark,1898,1605,1596,1584,1288,1334,1397,1258,0.31609417152895414,0.10687724319658354,0.0742543545693152,0.12957074721780604,True,False,False,False
46c379db55fcd4a28ded.jpg,3,answer_1.png,AD,D,missed_mark,1473,1085,1144,1732,1553,1543,1693,1575,0.1430414746543779,0.0,0.02175115207373272,0.28836661546338965,False,False,False,True
46c379db55fcd4a28ded.jpg,4,answer_1.png,AC,A,missed_mark,1853,1096,1494,1166,1553,1543,1693,1575,0.37286462274571003,0.0,0.14525547445255474,0.025547445255474456,True,False,False,False
46c379db55fcd4a28ded.jpg,5,answer_1.png,D,BD,false_positive,1325,1542,1229,1628,1553,1543,1693,1575,0.03124491456468674,0.10187144019528072,0.0,0.1466870729848761,False,True,False,True
46c379db55fcd4a28ded.jpg,7,answer_1.png,CD,C,missed_mark,1472,1503,2677,1973,1553,1543,1693,1575,0.0,0.00842391304347826,0.6180540396517631,0.26249051069703244,False,False,True,False
46c379db55fcd4a28ded.jpg,14,answer_1.png,CD,AB,mixed_fp_fn,6844,5290,3562,2591,1553,1543,1693,1575,2.3600576118780574,1.6308662294552183,0.701882248129116,0.3225396825396825,True,True,False,False
46c379db55fcd4a28ded.jpg,15,answer_1.png,AB,ABC,false_positive,7021,7021,6978,4143,1553,1543,1693,1575,2.0383298992754053,2.0529796958975846,1.834553447278118,0.8152380952380952,True,True,True,False
46c379db55fcd4a28ded.jpg,18,answer_2.png,ABC,AC,missed_mark,2218,2178,1908,1255,1260,2136,1344,1307,0.6870910010750648,0.3040147276064282,0.41794891861126926,0.0,True,False,True,False
46c379db55fcd4a28ded.jpg,28,answer_2.png,BC,C,missed_mark,1241,2305,2412,1296,1260,2136,1344,1307,0.0,0.38250915958194887,0.7747589789340394,0.0177276390008058,False,False,True,False
46c379db55fcd4a28ded.jpg,31,answer_3.png,AD,A,missed_mark,1730,1442,1454,1468,1284,1358,1376,1258,0.2535650554568983,0.030927835051546393,0.03167173338064058,0.0906780240303941,True,False,False,False
e34fc149ed6e6c30357f.jpg,3,answer_1.png,AD,D,missed_mark,2309,1258,1305,2477,2140,1586,2380,1462,0.37366722137200425,0.0,0.01494435612082671,0.7347265870521684,False,False,False,True
e34fc149ed6e6c30357f.jpg,12,answer_1.png,CD,D,missed_mark,2140,1253,2477,2578,2140,1586,2380,1462,0.2831604150039904,0.0,0.4111203699356838,0.8046537830410845,False,False,False,True
e34fc149ed6e6c30357f.jpg,13,answer_1.png,AB,A,missed_mark,5998,3308,1348,1350,2140,1586,2380,1462,2.281223827615852,1.1244775315164963,0.0,0.0005934718100890209,True,False,False,False
e34fc149ed6e6c30357f.jpg,14,answer_1.png,CD,AB,mixed_fp_fn,7132,5721,2575,2321,2140,1586,2380,1462,1.9954805171795915,1.8895482770667296,0.0847406217980514,0.29377564979480164,True,True,False,False
e34fc149ed6e6c30357f.jpg,18,answer_2.png,ABC,A,missed_mark,2067,2042,1696,1277,1301,2042,1383,1327,0.5418439041830962,0.23962411902897418,0.2444049032580994,0.0,True,False,False,False
e661ce65e242631c3a53.jpg,1,answer_1.png,AC,A,missed_mark,2259,1493,2319,1668,1433,1493,2252,1411,0.4934309401071013,0.0,0.23617506326147245,0.13795562851065427,True,False,False,False
e661ce65e242631c3a53.jpg,4,answer_1.png,AC,A,missed_mark,2315,1232,2140,1288,1433,1493,2252,1411,0.6593693640623159,0.0,0.2948051948051948,0.018181818181818184,True,False,False,False
e661ce65e242631c3a53.jpg,9,answer_1.png,AC,A,missed_mark,2644,1229,2486,1309,1433,1493,2252,1411,0.8830771475796877,0.0,0.46106691890907575,0.026037428803905617,True,False,False,False
e661ce65e242631c3a53.jpg,12,answer_1.png,CD,D,missed_mark,1433,1251,2462,2562,1433,1493,2252,1411,0.05819344524380496,0.0,0.4338354538394152,0.8270514134404737,False,False,False,True
e661ce65e242631c3a53.jpg,13,answer_1.png,AB,A,missed_mark,3265,2431,1275,1304,1433,1493,2252,1411,1.26353214837924,0.6767992855548114,0.0,0.009098039215686275,True,False,False,False
e661ce65e242631c3a53.jpg,14,answer_1.png,CD,A,mixed_fp_fn,6654,3500,2436,2222,1433,1493,2252,1411,2.619542505541552,0.9021996439429609,0.07937642787369323,0.2873848334514529,True,False,False,False
e661ce65e242631c3a53.jpg,18,answer_2.png,ABC,A,missed_mark,2090,2037,1685,1275,1268,1977,1344,1328,0.5798187666233685,0.2542333303579398,0.2554875700280112,0.0,True,False,False,False
e661ce65e242631c3a53.jpg,31,answer_3.png,AD,A,missed_mark,2006,1621,1627,1630,1297,1347,1396,1270,0.3683261377154226,0.10170749814402376,0.08421695723570827,0.14395313479090868,True,False,False,False
