image,field,group,item_index,sub_index,token,label,truth,split,dataset_path,cell_path,normalized_path
4461f793dbb45aea03a5.jpg,answer,answer_1,11,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_1__i-11__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q11_B.png,normalized\4461f793dbb45aea03a5\answer_1.png
4461f793dbb45aea03a5.jpg,answer,answer_1,12,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_1__i-12__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q12_C.png,normalized\4461f793dbb45aea03a5\answer_1.png
4461f793dbb45aea03a5.jpg,answer,answer_1,13,3,D,1,D,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_1__i-13__s-3__D.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q13_D.png,normalized\4461f793dbb45aea03a5\answer_1.png
4461f793dbb45aea03a5.jpg,answer,answer_1,14,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_1__i-14__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q14_B.png,normalized\4461f793dbb45aea03a5\answer_1.png
4461f793dbb45aea03a5.jpg,answer,answer_1,15,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_1__i-15__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_1_q15_C.png,normalized\4461f793dbb45aea03a5\answer_1.png
4461f793dbb45aea03a5.jpg,answer,answer_2,16,0,A,1,A,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-16__s-0__A.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q16_A.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,17,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-17__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q17_B.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,18,0,A,1,A,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-18__s-0__A.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q18_A.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,19,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-19__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q19_C.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,20,3,D,1,D,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-20__s-3__D.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q20_D.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,21,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-21__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q21_B.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,22,0,A,1,A,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-22__s-0__A.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q22_A.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,23,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-23__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q23_C.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,24,3,D,1,D,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-24__s-3__D.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q24_D.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,25,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-25__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q25_B.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,26,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-26__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q26_C.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,27,0,A,1,A,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-27__s-0__A.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q27_A.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,28,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-28__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q28_B.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,29,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-29__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q29_C.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_2,30,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_2__i-30__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_2_q30_B.png,normalized\4461f793dbb45aea03a5\answer_2.png
4461f793dbb45aea03a5.jpg,answer,answer_3,31,0,A,1,A,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-31__s-0__A.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q31_A.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,32,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-32__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q32_B.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,33,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-33__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q33_C.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,34,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-34__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q34_B.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,35,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-35__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q35_C.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,36,3,D,1,D,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-36__s-3__D.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q36_D.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,37,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-37__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q37_B.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,38,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-38__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q38_C.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,39,3,D,1,D,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-39__s-3__D.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q39_D.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,40,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-40__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q40_B.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,41,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-41__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q41_C.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,42,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-42__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q42_B.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,43,0,A,1,A,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-43__s-0__A.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q43_A.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,44,1,B,1,B,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-44__s-1__B.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q44_B.png,normalized\4461f793dbb45aea03a5\answer_3.png
4461f793dbb45aea03a5.jpg,answer,answer_3,45,2,C,1,C,train,answer_binary\train\filled\4461f793dbb45aea03a5__answer__g-answer_3__i-45__s-2__C.png,cells\answer\label_1\4461f793dbb45aea03a5\answer_3_q45_C.png,normalized\4461f793dbb45aea03a5\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,1,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-1__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q01_A.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,2,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-2__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q02_B.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,3,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-3__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q03_C.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,4,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-4__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q04_B.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,5,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-5__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q05_D.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,6,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-6__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q06_B.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,7,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-7__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q07_C.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,8,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-8__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q08_B.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,9,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-9__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q09_D.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,10,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-10__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q10_C.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,11,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-11__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q11_B.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,12,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-12__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q12_C.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,13,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-13__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q13_D.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,14,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-14__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q14_B.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_1,15,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_1__i-15__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_1_q15_C.png,normalized\bd65cc80e0a761f938b6\answer_1.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,16,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-16__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q16_A.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,17,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-17__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q17_B.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,18,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-18__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q18_A.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,19,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-19__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q19_C.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,20,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-20__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q20_D.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,21,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-21__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q21_B.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,22,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-22__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q22_A.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,23,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-23__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q23_C.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,24,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-24__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q24_D.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,25,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-25__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q25_B.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,26,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-26__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q26_C.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,27,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-27__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q27_A.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,28,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-28__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q28_B.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,29,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-29__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q29_C.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_2,30,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_2__i-30__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_2_q30_B.png,normalized\bd65cc80e0a761f938b6\answer_2.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,31,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-31__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q31_A.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,32,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-32__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q32_B.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,33,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-33__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q33_C.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,34,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-34__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q34_B.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,35,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-35__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q35_C.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,36,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-36__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q36_D.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,37,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-37__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q37_B.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,38,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-38__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q38_C.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,39,3,D,1,D,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-39__s-3__D.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q39_D.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,40,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-40__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q40_B.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,41,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-41__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q41_C.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,42,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-42__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q42_B.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,43,0,A,1,A,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-43__s-0__A.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q43_A.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,44,1,B,1,B,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-44__s-1__B.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q44_B.png,normalized\bd65cc80e0a761f938b6\answer_3.png
bd65cc80e0a761f938b6.jpg,answer,answer_3,45,2,C,1,C,train,answer_binary\train\filled\bd65cc80e0a761f938b6__answer__g-answer_3__i-45__s-2__C.png,cells\answer\label_1\bd65cc80e0a761f938b6\answer_3_q45_C.png,normalized\bd65cc80e0a761f938b6\answer_3.png
d9fe27170b308a6ed321.jpg,answer,answer_1,1,0,A,1,A,train,answer_binary\train\filled\d9fe27170b308a6ed321__answer__g-answer_1__i-1__s-0__A.png,cells\answer\label_1\d9fe27170b308a6ed321\answer_1_q01_A.png,normalized\d9fe27170b308a6ed321\answer_1.png
d9fe27170b308a6ed321.jpg,answer,answer_1,2,1,B,1,B,train,answer_binary\train\filled\d9fe27170b308a6ed321__answer__g-answer_1__i-2__s-1__B.png,cells\answer\label_1\d9fe27170b308a6ed321\answer_1_q02_B.png,normalized\d9fe27170b308a6ed321\answer_1.png
d9fe27170b308a6ed321.jpg,answer,answer_1,3,2,C,1,C,train,answer_binary\train\filled\d9fe27170b308a6ed321__answer__g-answer_1__i-3__s-2__C.png,cells\answer\label_1\d9fe27170b308a6ed321\answer_1_q03_C.png,normalized\d9fe27170b308a6ed321\answer_1.png
d9fe27170b308a6ed321.jpg,answer,answer_1,4,2,C,1,C,train,answer_binary\train\filled\d9fe27170b308a6ed321__answer__g-answer_1__i-4__s-2__C.png,cells\answer\label_1\d9fe27170b308a6ed321\answer_1_q04_C.png,normalized\d9fe27170b308a6ed321\answer_1.png
